"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FFMK5A4N","journalArticle","2019","Bruton, S. V.; Brown, M.; Sacco, D. F.; Didlake, R.","Testing an active intervention to deter researchers’ use of questionable research practices","Research Integrity and Peer Review","","2058-8615","10.1186/s41073-019-0085-3","https://researchintegrityjournal.biomedcentral.com/articles/10.1186/s41073-019-0085-3","","2019-12","2020-10-18 18:58:46","2020-10-18 18:58:46","2020-10-18 18:58:46","24","","1","4","","Res Integr Peer Rev","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\I7X76E5A\Bruton et al. - 2019 - Testing an active intervention to deter researcher.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6DGLQQL","journalArticle","2018","Houtkoop, Bobby Lee; Chambers, Chris; Macleod, Malcolm; Bishop, Dorothy V. M.; Nichols, Thomas E.; Wagenmakers, Eric-Jan","Data Sharing in Psychology: A Survey on Barriers and Preconditions","Advances in Methods and Practices in Psychological Science","","2515-2459, 2515-2467","10.1177/2515245917751886","http://journals.sagepub.com/doi/10.1177/2515245917751886","","2018-03","2020-10-18 18:59:59","2020-10-18 18:59:59","2020-10-18 18:59:59","70-85","","1","1","","Advances in Methods and Practices in Psychological Science","Data Sharing in Psychology","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\UY285VKL\Houtkoop et al. - 2018 - Data Sharing in Psychology A Survey on Barriers a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FW5WEBH5","journalArticle","2020","Rabelo, André L. A.; Farias, Jéssica E. M.; Sarmet, Maurício M.; Joaquim, Teresa C. R.; Hoersting, Raquel C.; Victorino, Luiz; Modesto, João G. N.; Pilati, Ronaldo","Questionable research practices among Brazilian psychological researchers: Results from a replication study and an international comparison","International Journal of Psychology","","0020-7594, 1464-066X","10.1002/ijop.12632","https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12632","","2020-08","2020-10-18 22:09:47","2020-10-18 22:09:47","2020-10-18 22:09:47","674-683","","4","55","","Int J Psychol","Questionable research practices among Brazilian psychological researchers","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2RK948D","journalArticle","2020","Swift, Joshua K.; Christopherson, Cody D.; Bird, Megan O.; Zöld, Amanda; Goode, Jonathan","Questionable research practices among faculty and students in APA-accredited clinical and counseling psychology doctoral programs.","Training and Education in Professional Psychology","","1931-3926, 1931-3918","10.1037/tep0000322","http://doi.apa.org/getdoi.cfm?doi=10.1037/tep0000322","","2020-04-27","2020-10-18 22:10:12","2020-10-18 22:10:12","2020-10-18 22:10:12","","","","","","Training and Education in Professional Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4955JCS","journalArticle","2020","Vassar, Matt; Jellison, Sam; Wendelbo, Hannah; Wayant, Cole","Data sharing practices in randomized trials of addiction interventions","Addictive Behaviors","","03064603","10.1016/j.addbeh.2019.106193","https://linkinghub.elsevier.com/retrieve/pii/S0306460319309608","","2020-03","2020-10-18 22:12:21","2020-10-18 22:12:21","2020-10-18 22:12:21","106193","","","102","","Addictive Behaviors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDZHW8GZ","journalArticle","2020","Vassar, Matt; Jellison, Sam; Wendelbo, Hannah; Wayant, Cole","Data sharing practices in randomized trials of addiction interventions","Addictive Behaviors","","03064603","10.1016/j.addbeh.2019.106193","https://linkinghub.elsevier.com/retrieve/pii/S0306460319309608","","2020-03","2020-10-18 22:12:25","2020-10-18 22:12:25","2020-10-18 22:12:25","106193","","","102","","Addictive Behaviors","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32MED9C4","journalArticle","2020","Obels, Pepijn; Lakens, Daniël; Coles, Nicholas A.; Gottfried, Jaroslav; Green, Seth A.","Analysis of Open Data and Computational Reproducibility in Registered Reports in Psychology","Advances in Methods and Practices in Psychological Science","","2515-2459, 2515-2467","10.1177/2515245920918872","http://journals.sagepub.com/doi/10.1177/2515245920918872","Ongoing technological developments have made it easier than ever before for scientists to share their data, materials, and analysis code. Sharing data and analysis code makes it easier for other researchers to reuse or check published research. However, these benefits will emerge only if researchers can reproduce the analyses reported in published articles and if data are annotated well enough so that it is clear what all variable and value labels mean. Because most researchers are not trained in computational reproducibility, it is important to evaluate current practices to identify those that can be improved. We examined data and code sharing for Registered Reports published in the psychological literature from 2014 to 2018 and attempted to independently computationally reproduce the main results in each article. Of the 62 articles that met our inclusion criteria, 41 had data available, and 37 had analysis scripts available. Both data and code for 36 of the articles were shared. We could run the scripts for 31 analyses, and we reproduced the main results for 21 articles. Although the percentage of articles for which both data and code were shared (36 out of 62, or 58%) and the percentage of articles for which main results could be computationally reproduced (21 out of 36, or 58%) were relatively high compared with the percentages found in other studies, there is clear room for improvement. We provide practical recommendations based on our observations and cite examples of good research practices in the studies whose main results we reproduced.","2020-06","2020-10-18 22:28:24","2020-10-18 22:28:24","2020-10-18 22:28:24","229-237","","2","3","","Advances in Methods and Practices in Psychological Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\8LBYFX27\Obels et al. - 2020 - Analysis of Open Data and Computational Reproducib.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5R96ILA","journalArticle","2020","Waters, Allison M.; LeBeau, Richard T.; Young, Katherine S.; Dowell, Tiah L.; Ryan, Katherine M.","Towards the enhancement of quality publication practices in clinical psychological science","Behaviour Research and Therapy","","00057967","10.1016/j.brat.2019.103499","https://linkinghub.elsevier.com/retrieve/pii/S0005796719301858","","2020-01","2020-10-18 22:36:20","2020-10-18 22:36:20","2020-10-18 22:36:20","103499","","","124","","Behaviour Research and Therapy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VDGWQNQJ","journalArticle","2019","Crede, Marcus; Harms, Peter","Questionable research practices when using confirmatory factor analysis","Journal of Managerial Psychology","","0268-3946","10.1108/JMP-06-2018-0272","https://www.emerald.com/insight/content/doi/10.1108/JMP-06-2018-0272/full/html","Purpose               The purpose of this paper is to describe common questionable research practices (QRPs) engaged in by management researchers who use confirmatory factor analysis (CFA) as part of their analysis.                                         Design/methodology/approach               The authors describe seven questionable analytic practices and then review one year of journal articles published in three top-tier management journals to estimate the base rate of these practices.                                         Findings               The authors find that CFA analyses are characterized by a high base rate of QRPs with one practice occurring for over 90 percent of all assessed articles.                                         Research limitations/implications               The findings of this paper call into question the validity and trustworthiness of results reported in much of the management literature.                                         Practical implications               The authors provide tentative guidelines of how editors and reviewers might reduce the degree to which the management literature is characterized by these QRPs.                                         Originality/value               This is the first paper to estimate the base rate of six QRPs relating to the widely used analytic tool referred to as CFA in the management literature.","2019-02-11","2020-10-18 22:37:11","2020-10-18 22:37:11","2020-10-18 22:37:11","18-30","","1","34","","JMP","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\3CHTMZGH\Crede and Harms - 2019 - Questionable research practices when using confirm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYTYYLBP","journalArticle","2018","Krishna, Anand; Peter, Sebastian M.","Questionable research practices in student final theses – Prevalence, attitudes, and the role of the supervisor’s perceived attitudes","PLOS ONE","","1932-6203","10.1371/journal.pone.0203470","https://dx.plos.org/10.1371/journal.pone.0203470","","2018-08-30","2020-10-18 22:45:38","2020-10-18 22:45:38","2020-10-18 22:45:38","e0203470","","8","13","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\RMKD79KZ\Krishna and Peter - 2018 - Questionable research practices in student final t.pdf","","","","Wicherts, Jelte M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6AX3XNM","journalArticle","2018","Wolff, Wanja; Baumann, Lorena; Englert, Chris","Self-reports from behind the scenes: Questionable research practices and rates of replication in ego depletion research","PLOS ONE","","1932-6203","10.1371/journal.pone.0199554","https://dx.plos.org/10.1371/journal.pone.0199554","","2018-06-25","2020-10-18 22:46:08","2020-10-18 22:46:08","2020-10-18 22:46:08","e0199554","","6","13","","PLoS ONE","Self-reports from behind the scenes","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\MSKKZWVQ\Wolff et al. - 2018 - Self-reports from behind the scenes Questionable .pdf","","","","Perales, José César","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R59WVUXQ","journalArticle","2017","Stürmer, Stefan; Oeberst, Aileen; Trötschel, Roman; Decker, Oliver","Early-Career Researchers’ Perceptions of the Prevalence of Questionable Research Practices, Potential Causes, and Open Science","Social Psychology","","1864-9335, 2151-2590","10.1027/1864-9335/a000324","https://econtent.hogrefe.com/doi/10.1027/1864-9335/a000324","Abstract. Young researchers of today will shape the field in the future. In light of current debates about social psychology’s research culture, this exploratory survey assessed early-career researchers’ beliefs (N = 88) about the prevalence of questionable research practices (QRPs), potential causes, and open science as a possible solution. While there was relative consensus that outright fraud is an exception, a majority of participants believed that some QRPs are moderately to highly prevalent what they attributed primarily to academic incentive structures. A majority of participants felt that open science is necessary to improve research practice. They indicated to consider some open science recommendations in the future, but they also indicated some reluctance. Limitation and implications of these findings are discussed.","2017-11","2020-10-18 22:48:04","2020-10-18 22:48:04","2020-10-18 22:48:04","365-371","","6","48","","Social Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
