"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"S3HXP4NC","journalArticle","2011","Smyth, R. M. D.; Kirkham, J. J.; Jacoby, A.; Altman, D. G.; Gamble, C.; Williamson, P. R.","Frequency and reasons for outcome reporting bias in clinical trials: interviews with trialists","BMJ","","0959-8138, 1468-5833","10.1136/bmj.c7153","https://www.bmj.com/content/342/bmj.c7153","Objectives To provide information on the frequency and reasons for outcome reporting bias in clinical trials. Design Trial protocols were compared with subsequent publication(s) to identify any discrepancies in the outcomes reported, and telephone interviews were conducted with the respective trialists to investigate more extensively the reporting of the research and the issue of unreported outcomes. Participants Chief investigators, or lead or coauthors of trials, were identified from two sources: trials published since 2002 covered in Cochrane systematic reviews where at least one trial analysed was suspected of being at risk of outcome reporting bias (issue 4, 2006; issue 1, 2007, and issue 2, 2007 of the Cochrane library); and a random sample of trial reports indexed on PubMed between August 2007 and July 2008. Setting Australia, Canada, Germany, the Netherlands, New Zealand, the United Kingdom, and the United States. Main outcome measures Frequency of incomplete outcome reporting—signified by outcomes that were specified in a trial’s protocol but not fully reported in subsequent publications—and trialists’ reasons for incomplete reporting of outcomes. Results 268 trials were identified for inclusion (183 from the cohort of Cochrane systematic reviews and 85 from PubMed). Initially, 161 respective investigators responded to our requests for interview, 130 (81%) of whom agreed to be interviewed. However, failure to achieve subsequent contact, obtain a copy of the study protocol, or both meant that final interviews were conducted with 59 (37%) of the 161 trialists. Sixteen trial investigators failed to report analysed outcomes at the time of the primary publication, 17 trialists collected outcome data that were subsequently not analysed, and five trialists did not measure a prespecified outcome over the course of the trial. In almost all trials in which prespecified outcomes had been analysed but not reported (15/16, 94%), this under-reporting resulted in bias. In nearly a quarter of trials in which prespecified outcomes had been measured but not analysed (4/17, 24%), the “direction” of the main findings influenced the investigators’ decision not to analyse the remaining data collected. In 14 (67%) of the 21 randomly selected PubMed trials, there was at least one unreported efficacy or harm outcome. More than a quarter (6/21, 29%) of these trials were found to have displayed outcome reporting bias. Conclusion The prevalence of incomplete outcome reporting is high. Trialists seemed generally unaware of the implications for the evidence base of not reporting all outcomes and protocol changes. A general lack of consensus regarding the choice of outcomes in particular clinical settings was evident and affects trial design, conduct, analysis, and reporting.","2011-01-06","2020-07-27 20:31:11","2020-07-27 20:31:13","2020-07-27 20:31:11","","","","342","","BMJ","Frequency and reasons for outcome reporting bias in clinical trials","","","","","","","en","© Smyth et al 2011. This is an open-access article distributed under the terms of the Creative Commons Attribution Non-commercial License, which permits use, distribution, and reproduction in any medium, provided the original work is properly cited, the use is non commercial and is otherwise in compliance with the license. See: http://creativecommons.org/licenses/by-nc/2.0/  and  http://creativecommons.org/licenses/by-nc/2.0/legalcode.","","","","www.bmj.com","","Publisher: British Medical Journal Publishing Group Section: Research PMID: 21212122","","; C:\Users\hmosh\Zotero\storage\76Q4VZTD\bmj.html; C:\Users\hmosh\Zotero\storage\DDTZKC4I\Smyth et al. - 2011 - Frequency and reasons for outcome reporting bias i.pdf","http://www.ncbi.nlm.nih.gov/pubmed/21212122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKD7Z4MK","journalArticle","2014","Tijdink, Joeri K.; Verbeke, Reinout; Smulders, Yvo M.","Publication Pressure and Scientific Misconduct in Medical Scientists","Journal of Empirical Research on Human Research Ethics: An International Journal","","1556-2646","","https://www.jstor.org/stable/90011937","Abstract There is increasing evidence that scientific misconduct is more common than previously thought. Strong emphasis on scientific productivity may increase the sense of publication pressure. We administered a nationwide survey to Flemish biomedical scientists on whether they had engaged in scientific misconduct and whether they had experienced publication pressure. A total of 315 scientists participated in the survey; 15% of the respondents admitted they had fabricated, falsified, plagiarized, or manipulated data in the past 3 years. Fraud was more common among younger scientists working in a university hospital. Furthermore, 72% rated publication pressure as “too high.” Publication pressure was strongly and significantly associated with a composite scientific misconduct severity score.","2014","2020-07-27 20:49:58","2020-07-27 20:49:58","2020-07-27 20:49:58","64-71","","5","9","","","","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Sage Publications, Inc.","","C:\Users\hmosh\Zotero\storage\YLRAKSZU\Tijdink et al. - 2014 - Publication Pressure and Scientific Misconduct in .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPRFBSVR","journalArticle","2014","Necker, Sarah","Scientific misbehavior in economics","Research Policy","","00487333","10.1016/j.respol.2014.05.002","https://linkinghub.elsevier.com/retrieve/pii/S0048733314000900","This study reports the results of a survey of professional, mostly academic economists about their research norms and scientiﬁc misbehavior. Behavior such as data fabrication or plagiarism are (almost) unanimously rejected and admitted by less than 4% of participants. Research practices that are often considered “questionable,” e.g., strategic behavior while analyzing results or in the publication process, are rejected by at least 60%. Despite their low justiﬁability, these behaviors are widespread. Ninety-four percent report having engaged in at least one unaccepted research practice. Surveyed economists perceive strong pressure to publish. The level of justiﬁability assigned to different misdemeanors does not increase with the perception of pressure. However, perceived pressure is found to be positively related to the admission of being involved in several unaccepted research practices. Although the results cannot prove causality, they are consistent with the notion that the “publish or perish” culture motivates researchers to violate research norms.","2014-12","2020-07-27 21:05:23","2020-07-27 21:05:23","2020-07-27 21:05:23","1747-1759","","10","43","","Research Policy","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\TDK82RG5\Necker - 2014 - Scientific misbehavior in economics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T8LMAHT2","journalArticle","2017","Fong, Eric A.; Wilhite, Allen W.","Authorship and citation manipulation in academic research","PLOS ONE","","1932-6203","10.1371/journal.pone.0187394","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0187394","Some scholars add authors to their research papers or grant proposals even when those individuals contribute nothing to the research effort. Some journal editors coerce authors to add citations that are not pertinent to their work and some authors pad their reference lists with superfluous citations. How prevalent are these types of manipulation, why do scholars stoop to such practices, and who among us is most susceptible to such ethical lapses? This study builds a framework around how intense competition for limited journal space and research funding can encourage manipulation and then uses that framework to develop hypotheses about who manipulates and why they do so. We test those hypotheses using data from over 12,000 responses to a series of surveys sent to more than 110,000 scholars from eighteen different disciplines spread across science, engineering, social science, business, and health care. We find widespread misattribution in publications and in research proposals with significant variation by academic rank, discipline, sex, publication history, co-authors, etc. Even though the majority of scholars disapprove of such tactics, many feel pressured to make such additions while others suggest that it is just the way the game is played. The findings suggest that certain changes in the review process might help to stem this ethical decline, but progress could be slow.","2017-12-06","2020-07-27 21:10:05","2020-07-27 21:10:05","2020-07-27 21:10:05","e0187394","","12","12","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","C:\Users\hmosh\Zotero\storage\73U3MHX9\article.html; C:\Users\hmosh\Zotero\storage\DU5VSBTI\Fong and Wilhite - 2017 - Authorship and citation manipulation in academic r.pdf","","","Chemical ecology; Citation analysis; Engineering and technology; Marketing; Medical journals; Medicine and health sciences; Research grants; Scientific publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NWRISSNA","journalArticle","2018","Tiong, John Jeh Lung; Kho, Hui Ling; Mai, Chun-Wai; Lau, Hui Ling; Hasan, Syed Shahzad","Academic dishonesty among academics in Malaysia: a comparison between healthcare and non-healthcare academics","BMC Medical Education","","1472-6920","10.1186/s12909-018-1274-3","https://doi.org/10.1186/s12909-018-1274-3","This study was carried out to gauge the prevalence of academic dishonesty among academics in Malaysian universities. A direct comparison was made between academics of healthcare and non-healthcare courses to note the difference in the level of academic integrity between the two groups. In addition, the predisposing factors and implications of academic dishonesty, as well as the different measures perceived to be effective at curbing this problem were also investigated.","2018-07-17","2020-08-03 19:20:47","2020-08-03 19:21:06","2020-08-03 19:20:47","168","","1","18","","BMC Medical Education","Academic dishonesty among academics in Malaysia","","","","","","","","","","","","BioMed Central","","","","C:\Users\hmosh\Zotero\storage\Z2YRSZ49\Tiong et al. - 2018 - Academic dishonesty among academics in Malaysia a.pdf; C:\Users\hmosh\Zotero\storage\C5ETP3PJ\s12909-018-1274-3.html","","malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZW4LEXBY","journalArticle","2017","KHADEM-REZAIYAN, Majid; DADGARMOGHADDAM, Maliheh","Research Misconduct: A Report from a Developing Country","Iranian Journal of Public Health","","2251-6085","","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5750349/","Background: Cheating rate is rising and engages newer methods. This study performed to estimate the rate of research misconduct in the thesis of undergraduate and postgraduate medical students in 2015. Methods: In this cross sectional study, all undergraduate and postgraduate medical students graduated during the study period in 2015, from the School of Medicine, Mashhad University of Medical Sciences, Mashhad, Iran were asked to fill a small checklist anonymously. It consisted of two demographic questions and two other ones for estimation of research misconduct. All three major types of research misconduct were explained in the checklist. We used the Randomized Response Technique for sensitive question in this survey. We asked the respondent to choose one question randomly and answer to it. The probability of selection of each question was equal. Results: There were 149 filled questionnaires out of which 44 (31%) were graduated for General Practitioner, 63 (44%) for Residency, 31(21%) for Master Degree and 6 (4%) for Ph.D. Fifty-two percent (75) were male. More than half of participants were graduated between 2011 and 2012. The majority of participants were native (104, 81%). Undergraduate students had an estimation of 19% research misconduct in performing the thesis while this was 26% of postgraduate students. Males were nearly two times comparing to females in this issue (30% vs. 16%). Conclusion: This high estimation must be considered in future policy making about observing strictly on researches.","2017-10","2020-07-31 19:33:38","2020-07-31 19:33:48","2020-07-31 19:33:38","1374-1378","","10","46","","Iran J Public Health","Research Misconduct","","","","","","","","","","","","PubMed Central","","PMID: 29308381 PMCID: PMC5750349","","C:\Users\hmosh\Zotero\storage\24R6V3RV\KHADEM-REZAIYAN and DADGARMOGHADDAM - 2017 - Research Misconduct A Report from a Developing Co.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5750349/","iran; medical students","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BHFHFL7","journalArticle","2018","Wolff, Wanja; Baumann, Lorena; Englert, Chris","Self-reports from behind the scenes: Questionable research practices and rates of replication in ego depletion research","PLOS ONE","","1932-6203","10.1371/journal.pone.0199554","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0199554","The strength model of self-control is one of the most influential and well-established models of self-regulation in social psychology. However, recent attempts to replicate the ego depletion effect have sometimes failed. The goal of this study is to investigate self-reported replication rates and the frequency of a set of questionable research practices (QRP) in ego depletion research. A literature search resulted in 1721 researchers who had previously published on ego depletion. They were invited to participate in an anonymous online survey. The respondents (n = 277), on average, had published over three papers on ego depletion, and had completed more than two additional, unpublished studies. Respondents indicated that in more than 40% of their studies, results were similar in magnitude to those reported in the existing literature, and more than 60% reported conducting a priori power analyses. 39.2% of respondents were aware of other researchers who engaged in the surveyed QRP’s, while 37.7% affirmed to have employed said QRP’s. These results underline the importance of reducing QRP’s to reliably test the validity of the ego depletion effect.","2018-06-25","2020-07-31 18:55:43","2020-07-31 18:55:44","2020-07-31 18:55:40","e0199554","","6","13","","PLOS ONE","Self-reports from behind the scenes","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","C:\Users\hmosh\Zotero\storage\3EX77SV5\Wolff et al. - 2018 - Self-reports from behind the scenes Questionable .pdf","","","Attention; Decision making; Emotions; Metaanalysis; Psychology; Social psychology; Surveys; Transcranial magnetic stimulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA3ZLJ34","journalArticle","2014","Dhingra, Dhulika; Mishra, Devendra","Publication misconduct among medical professionals in India","Indian Journal of Medical Ethics","","09748466, 09755691","10.20529/IJME.2014.026","http://ijme.in/articles/publication-misconduct-among-medical-professionals-in-india/?galley=html","This study was planned as an exploratory study to determine the extent of occurrence of misconduct in publication (gift-authorship, ghost-authorship, falsification of data, fabrication of data, plagiarism, and duplication) amongst biomedical researchers. It was a questionnaire-based study, conducted at 9 institutions; 6 medical colleges (4 government-run and 2 private), 1 nonteaching government hospital, and 2 corporate hospitals, located in northern, central and southern India. The study was conducted between August 2012 and March 2013. 155 senior residents (<3 years after post-graduation) and young faculty members (<10 years after post-graduation) with at least five previous publications were administered a structured questionnaire, in which no identifying information was collected. In addition to personal characteristics, the information collected included their knowledge of publication ethics, their opinions about the prevalence of these practices among their colleagues, and details of any first-hand information on publication misconduct. 155 responses were included for analysis. 141 (91%) respondents agreed that they had some knowledge of publication ethics; but only 29% believed it was adequate. The most commonly observed misconduct was offering gift authorship, reported by 101 (65%); followed by alteration of data reported by 88 (56%). Plagiarism was observed by 83 respondents (53%); while 52 (33.5%) respondents had observed a colleague’s name being omitted from a paper to which she/he had significantly contributed. A majority of respondents in the present study reported witnessing publication misconduct, thereby revealing the common occurrence of this problem among Indian biomedical researchers.","2014-04-01","2020-07-31 14:50:18","2020-07-31 14:50:18","2020-07-31 14:50:18","","","","","","IJME","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\2K2DQ4V9\Dhingra and Mishra - 2014 - Publication misconduct among medical professionals.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A98N5B58","journalArticle","2013","Crain, A. Lauren; Martinson, Brian C.; Thrush, Carol R.","Relationships Between the Survey of Organizational Research Climate (SORC) and Self-Reported Research Practices","Science and engineering ethics","","1353-3452","10.1007/s11948-012-9409-0","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3594440/","Background The Survey of Organizational Research Climate (SORC) is a validated tool to facilitate promotion of research integrity and research best practices. This work uses the SORC to assess shared and individual perceptions of the research climate in universities and academic departments and relate these perceptions to desirable and undesirable research practices. Methods An anonymous web- and mail-based survey was administered to randomly selected biomedical and social science faculty and postdoctoral fellows in the United States. Respondents reported their perceptions of the research climates at their universities and primary departments, and the frequency with which they engaged in desirable and undesirable research practices. Results More positive individual perceptions of the research climate in one’s university or department were associated with higher likelihoods of desirable, and lower likelihoods of undesirable, research practices. Shared perceptions of the research climate tended to be similarly predictive of both desirable and undesirable research practices as individuals’ deviations from these shared perceptions. Conclusions Study results supported the central prediction that more positive SORC-measured perceptions of the research climate were associated with more positive reports of research practices. There were differences with respect to whether shared or individual climate perceptions were related to desirable or undesirable practices but the general pattern of results provide empirical evidence that the SORC is predictive of self-reported research behavior.","2013-09","2020-07-30 22:26:55","2020-07-30 22:26:58","2020-07-30 22:26:55","835-850","","3","19","","Sci Eng Ethics","","","","","","","","","","","","","PubMed Central","","PMID: 23096774 PMCID: PMC3594440","","C:\Users\hmosh\Zotero\storage\N3T3XM3Z\Crain et al. - 2013 - Relationships Between the Survey of Organizational.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3594440/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7CIXK847","journalArticle","2018","Jensen, Lone Bredahl; Kyvik, Kirsten Ohm; Leth-Larsen, Rikke; Eriksen, Mette Brandt","Research integrity among PhD students within clinical research at the University of Southern Denmark","","","","","","INTRODUCTION: Responsible conduct of research is the basis for the credibility of all research. Research misconduct is defined as the fabrication, falsification or plagiarism committed willfully or grossly negligently in the planning, performing or reporting of research. We undertook a survey of knowledge of the attitudes towards and experiences with research misconduct among PhD students in clinical research. METHODS: A questionnaire previously used in Swedish and Norwegian studies was distributed to PhD students (n = 330) affiliated with the Department of Clinical Research or Department of Regional Health Research, University of Southern Denmark. RESULTS: A total of 165 PhD students completed the questionnaire in full or in part, yielding an overall response rate of 50%. 18-34% reported to have heard (within the past year) about researchers who had plagiarised, falsified or fabricated data, or plagiarised publications. None reported this to occur in their own department. Few stated that they had felt under pressure to either falsify data (1%) or present results in a misleading way (3%). However, 22% stated to have felt an unethical pressure (within the past year) regarding the inclusion or order of authors. CONCLUSIONS: Results indicate that, albeit at a low frequency, research misconduct involving PhD students is taking place. Likewise, a high fraction of respondents reported to have been under pressure regarding authorships, which points to questionable research practices in clinical research. FUNDING: not relevant. TRIAL REGISTRATION: not relevant.","2018","2020-08-03 20:53:27","2020-08-03 20:53:31","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\hmosh\Zotero\storage\GCJ23PX9\Jensen et al. - 2018 - Research integrity among PhD students within clini.pdf","","denmark; medicine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DNR2R22","journalArticle","2018","Felaefel, Marwan; Salem, Mohamed; Jaafar, Rola; Jassim, Ghufran; Edwards, Hillary; Rashid-Doubell, Fiza; Yousri, Reham; Ali, Nahed M.; Silverman, Henry","A Cross-Sectional Survey Study to Assess Prevalence and Attitudes Regarding Research Misconduct among Investigators in the Middle East","Journal of academic ethics","","1570-1727","10.1007/s10805-017-9295-9","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5945220/","Background Recent studies from Western countries indicate significant levels of questionable research practices, but similar data from low and middle-income countries are limited. Our aims were to assess the prevalence of and attitudes regarding research misconduct among researchers in several universities in the Middle East and to identify factors that might account for our findings. Methods We distributed an anonymous questionnaire to a convenience sample of investigators at several universities in Egypt, Lebanon, and Bahrain. Participants were asked to a) self-report their extent of research misconducts, as well as their knowledge of colleagues engaging in similar research misconducts and b) provide their extent of agreement with certain attitudes about research misconduct. We used descriptive, bivariate, and multivariate logistic regression statistics to analyze the data. Results Data from 278 participants showed a high prevalence of misconduct, as 59.4% of our respondents self-reported to committing at least one misbehaviors and 74.5% reported having knowledge of any misbehaviors among any of their colleagues. The most common type of self-report misconduct was “circumventing research ethics regulations” (50.5%) followed by “fabrication and falsification” (28.6%). A significant predictor of misconduct included a lack of “prior ethics training”. Conclusion Scientific misconduct represents a significant issue in several universities in the Middle East. The demonstration that a lack of “prior ethics training” was a significant predictor of misconduct should lead to educational initiatives in research integrity. Further studies are needed to confirm whether our results can be generalized to other universities in the Middle East.","2018-03","2020-08-03 20:35:46","2020-08-03 20:36:01","2020-08-03 20:35:46","71-87","","1","16","","J Acad Ethics","","","","","","","","","","","","","PubMed Central","","PMID: 29755305 PMCID: PMC5945220","","C:\Users\hmosh\Zotero\storage\WGREQJCX\Felaefel et al. - 2018 - A Cross-Sectional Survey Study to Assess Prevalenc.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5945220/","bahrain; egypt; lebanon; middle east","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
