"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"697QJT73","journalArticle","2013","Ana, Joseph; Koehlmoos, Tracey; Smith, Richard; Yan, Lijing L.","Research Misconduct in Low- and Middle-Income Countries","PLOS Medicine","","1549-1676","10.1371/journal.pmed.1001315","https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1001315","As part of a cluster of articles critically reflecting on the theme of “no health without research,” Richard Smith and colleagues lay out what is currently known about research misconduct in low- and middle-income countries, summarizing some high profile cases and making suggestions on ways forward.","2013-03-26","2020-07-27 20:46:04","2020-07-27 20:46:06","2020-07-27 20:46:04","e1001315","","3","10","","PLOS Medicine","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","C:\Users\hmosh\Zotero\storage\N7RLRMDR\article.html; C:\Users\hmosh\Zotero\storage\NL4JPQ5I\Ana et al. - 2013 - Research Misconduct in Low- and Middle-Income Coun.pdf","","","Bone marrow transplantation; Cancer treatment; Deception; Low and middle income countries; Research integrity; Scientific misconduct; Survey research; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AU6S5IQP","journalArticle","2016","Bosco, Frank A.; Aguinis, Herman; Field, James G.; Pierce, Charles A.; Dalton, Dan R.","HARKing's Threat to Organizational Research: Evidence From Primary and Meta-Analytic Sources","Personnel Psychology","","1744-6570","10.1111/peps.12111","https://onlinelibrary.wiley.com/doi/abs/10.1111/peps.12111","We assessed presumed consequences of hypothesizing after results are known (HARKing) by contrasting hypothesized versus nonhypothesized effect sizes among 10 common relations in organizational behavior, human resource management, and industrial and organizational psychology research. In Study 1, we analyzed 247 correlations representing 9 relations with individual performance in 136 articles published in Journal of Applied Psychology and Personnel Psychology and provide evidence that correlations are significantly larger when hypothesized compared to nonhypothesized. In Study 2, we analyzed 281 effect sizes from a meta-analysis on the job satisfaction–job performance relation and provide evidence that correlations are significantly larger when hypothesized compared to nonhypothesized. In addition, in Study 2, we documented that hypothesized variable pairs are more likely to be mentioned in article titles or abstracts. We also ruled out 13 alternative explanations to the presumed HARKing effect pertaining to methodological (e.g., unreliability, publication year, research setting, research design, measure contextualization, publication source) and substantive (e.g., predictor–performance pair, performance measure, satisfaction measure, occupation, job/task complexity) issues. Our results suggest that HARKing seems to pose a threat to research results, substantive conclusions, and practical applications. We offer recommended solutions to the HARKing threat.","2016","2020-07-27 20:59:22","2020-07-27 20:59:22","2020-07-27 20:59:22","709-750","","3","69","","","HARKing's Threat to Organizational Research","","","","","","","en","© 2015 Wiley Periodicals, Inc.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/peps.12111","<p>Contacted study authors to ask about modification of hypotheses post-data. 20 of 53 respondents (38%) indicated at least one changed hypothesis.</p>","C:\Users\hmosh\Zotero\storage\RKUBMVMU\Bosco et al. - 2016 - HARKing's Threat to Organizational Research Evide.pdf; C:\Users\hmosh\Zotero\storage\VLG4PB3D\peps.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HHQ4TRA","journalArticle","2015","Pupovac, Vanja; Fanelli, Daniele","Scientists Admitting to Plagiarism: A Meta-analysis of Surveys","Science and Engineering Ethics","","1471-5546","10.1007/s11948-014-9600-6","https://doi.org/10.1007/s11948-014-9600-6","We conducted a systematic review and meta-analysis of anonymous surveys asking scientists whether they ever committed various forms of plagiarism. From May to December 2011 we searched 35 bibliographic databases, five grey literature databases and hand searched nine journals for potentially relevant studies. We included surveys that asked scientists if, in a given recall period, they had committed or knew of a colleague who committed plagiarism, and from each survey extracted the proportion of those who reported at least one case. Studies that focused on academic (i.e. student) plagiarism were excluded. Literature searches returned 12,460 titles from which 17 relevant survey studies were identified. Meta-analysis of studies reporting committed (N = 7) and witnessed (N = 11) plagiarism yielded a pooled estimate of, respectively, 1.7 % (95 % CI 1.2–2.4) and 30 % (95 % CI 17–46). Basic methodological factors, including sample size, year of survey, delivery method and whether survey questions were explicit rather than indirect made a significant difference on survey results. Even after controlling for these methodological factors, between-study differences in admission rates were significantly above those expected by sampling error alone and remained largely unexplained. Despite several limitations of the data and of this meta-analysis, we draw three robust conclusions: (1) The rate at which scientists report knowing a colleague who committed plagiarism is higher than for data fabrication and falsification; (2) The rate at which scientists report knowing a colleague who committed plagiarism is correlated to that of fabrication and falsification; (3) The rate at which scientists admit having committed either form of misconduct (i.e. fabrication, falsification and plagiarism) in surveys has declined over time.","2015-10-01","2020-07-27 21:06:48","2020-07-27 21:06:48","2020-07-27 21:06:48","1331-1352","","5","21","","Sci Eng Ethics","Scientists Admitting to Plagiarism","","","","","","","en","","","","","Springer Link","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QXJSAITT","webpage","2016","Gross, Charles","Scientific Misconduct","http://dx.doi.org/10.1146/annurev-psych-122414-033437","","","","https://www.annualreviews.org/doi/abs/10.1146/annurev-psych-122414-033437","A study of 99 universities showed that 10% of faculty and students knew of instances of fabrication of data, but up to 44% of students and 50% of faculty knew about broader types of fraud in scientific research. Paper retraction rates have grown tenfold since 1975, another inquiry has found. Where does misconduct happen and why? How can it be prevented? Review article.","2016-01-04","2020-07-27 21:15:44","2020-07-27 21:15:44","2020-07-27 21:15:44","","","","","","","","","","","","","","en","","review-article","","","","","Archive Location: world Library Catalog: www.annualreviews.org Publisher: Annual Reviews DOI: 10.1146/annurev-psych-122414-033437","","C:\Users\hmosh\Zotero\storage\HYVSV2LM\Gross - 2016 - Scientific Misconduct.pdf; C:\Users\hmosh\Zotero\storage\UQFUST8X\annurev-psych-122414-033437.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9JCMP96","journalArticle","2017","Miller, Peter; Martino, Florentine; Gross, Samantha; Curtis, Ashlee; Mayshak, Richelle; Droste, Nicolas; Kypri, Kypros","Funder interference in addiction research: An international survey of authors","Addictive Behaviors","","0306-4603","10.1016/j.addbeh.2017.03.026","http://www.sciencedirect.com/science/article/pii/S0306460317301363","Objective Scientific research is essential to the development of effective addiction treatment and drug policy. Actions that compromise the integrity of addiction science need to be understood. The aim of this study is to investigate funder (e.g. industry, government or charity) interference in addiction science internationally. Method Corresponding authors of all 941 papers published in an international specialist journal July 2004 to June 2009 were invited to complete a web questionnaire. A sensitivity analysis with extreme assumptions about non-respondents was undertaken. Results The questionnaire was completed by 322 authors (response fraction 34%), 36% (n=117) of whom had encountered at least one episode (median=3, Interquartile range=4) of funder interference in their research: 56% in Australasia, 33% in Europe, and 30% in North America. Censorship of research outputs was the most common form of interference. The wording or writing of reports and articles, as well as where, when and how findings were released were the areas in which influence was most often reported. Conclusions Funder interference in addiction science appears to be common internationally. Strategies to increase transparency in the addiction science literature, including mandatory author declarations concerning the role of the funder, are necessary.","2017-09-01","2020-08-03 19:31:35","2020-08-03 19:31:38","2020-08-03 19:31:35","100-105","","","72","","Addictive Behaviors","Funder interference in addiction research","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\hmosh\Zotero\storage\T7LGHGE3\Miller et al. - 2017 - Funder interference in addiction research An inte.pdf; C:\Users\hmosh\Zotero\storage\E8LCW9A8\S0306460317301363.html","","","Censorship; Ethics; Funder influence; Research integrity; Vested interests","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IYY2S5HK","journalArticle","2017","Pupovac, Vanja; Prijić-Samaržija, Snježana; Petrovečki, Mladen","Research Misconduct in the Croatian Scientific Community: A Survey Assessing the Forms and Characteristics of Research Misconduct","Science and Engineering Ethics","","1471-5546","10.1007/s11948-016-9767-0","https://doi.org/10.1007/s11948-016-9767-0","The prevalence and characteristics of research misconduct have mainly been studied in highly developed countries. In moderately or poorly developed countries such as Croatia, data on research misconduct are scarce. The primary aim of this study was to determine the rates at which scientists report committing or observing the most serious forms of research misconduct, such as falsification, fabrication, plagiarism, and violation of authorship rules in the Croatian scientific community. Additionally, we sought to determine the degree of development and the extent of implementation of the system for defining and regulating research misconduct in a typical scientific community in Croatia. An anonymous questionnaire was distributed among 1232 Croatian scientists at the University of Rijeka in 2012/2013 and 237 (19.2 %) returned the survey. Based on the respondents who admitted having committed research misconduct, 9 (3.8 %) admitted to plagiarism, 22 (9.3 %) to data falsification, 9 (3.8 %) to data fabrication, and 60 (25.3 %) respondents admitted to violation of authorship rules. Based on the respondents who admitted having observed research misconduct of fellow scientists, 72 (30.4 %) observed plagiarism, 69 (29.1 %) observed data falsification, 46 (19.4 %) observed data fabrication, and 132 (55.7 %) respondents admitted having observed violation of authorship rules. The results of our study indicate that the efficacy of the system for managing research misconduct in Croatia is poor. At the University of Rijeka there is no document dedicated exclusively to research integrity, describing the values that should be fostered by a scientist and clarifying the forms of research misconduct and what constitutes a questionable research practice. Scientists do not trust ethical bodies and the system for defining and regulating research misconduct; therefore the observed cases of research misconduct are rarely reported. Finally, Croatian scientists are not formally educated about responsible conduct of research at any level of their formal education. All mentioned indicate possible reasons for higher rates of research misconduct among Croatian scientists in comparison with scientists in highly developed countries.","2017-02-01","2020-07-31 19:46:56","2020-07-31 19:47:01","2020-07-31 19:46:54","165-181","","1","23","","Sci Eng Ethics","Research Misconduct in the Croatian Scientific Community","","","","","","","en","","","","","Springer Link","","","","","","croatia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB37GWID","journalArticle","2018","Godecharle, Simon; Fieuws, Steffen; Nemery, Ben; Dierickx, Kris","Scientists Still Behaving Badly? A Survey Within Industry and Universities","Science and Engineering Ethics; New York","","13533452","http://dx.doi.org/10.1007/s11948-017-9957-4","https://search.proquest.com/docview/2139470173/abstract/4C3A7A4275C048C2PQ/1","Little is known about research misconduct within industry and how it compares to universities, even though a lot of biomedical research is performed by–or in collaboration with–commercial entities. Therefore, we sent an e-mail invitation to participate in an anonymous computer-based survey to all university researchers having received a biomedical research grant or scholarship from one of the two national academic research funders of Belgium between 2010 and 2014, and to researchers working in large biomedical companies or spin-offs in Belgium. The validated survey included questions about various types of research misconduct committed by respondents themselves and observed among their colleagues in the last three years. Prevalences of misconduct were compared between university and industry respondents using binary logistic regression models, with adjustments for relevant personal characteristics, and with significance being accepted for p < 0.01. The survey was sent to 1766 people within universities and an estimated 255 people from industry. Response rates were 43 (767/1766) and 48% (123/255), and usable information was available for 617 and 100 respondents, respectively. In general, research misconduct was less likely to be reported by industry respondents compared to university respondents. Significant differences were apparent for one admitted action (gift authorship) and three observed actions (plagiarism, gift authorship, and circumventing animal-subjects research requirements), always with lower prevalences for industry compared to universities, except for plagiarism. This survey, based on anonymous self-report, shows that research misconduct occurs to a substantial degree among biomedical researchers from both industry and universities.","2018-12","2020-07-31 18:56:02","2020-07-31 18:56:08","2020-07-31 18:56:02","1697-1717","","6","24","","","Scientists Still Behaving Badly?","","","","","","","English","Science and Engineering Ethics is a copyright of Springer, (2017). All Rights Reserved.","","","","ProQuest","","Num Pages: 1697-1717 Place: New York, Netherlands, New York Publisher: Springer Nature B.V.","","C:\Users\hmosh\Zotero\storage\7QVSVHU8\Godecharle et al. - 2018 - Scientists Still Behaving Badly A Survey Within I.pdf","","belgium","Industry; Research integrity; Research misconduct; Universities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JQAZ7EW","journalArticle","2009","Wager, E.; Fiack, S.; Graf, C.; Robinson, A.; Rowlands, I.","Science journal editors’ views on publication ethics: results of an international survey","Journal of Medical Ethics","","0306-6800, 1473-4257","10.1136/jme.2008.028324","https://jme.bmj.com/content/35/6/348","Background: Breaches of publication ethics such as plagiarism, data fabrication and redundant publication are recognised as forms of research misconduct that can undermine the scientific literature. We surveyed journal editors to determine their views about a range of publication ethics issues. Methods: Questionnaire sent to 524 editors-in-chief of Wiley-Blackwell science journals asking about the severity and frequency of 16 ethical issues at their journals, their confidence in handling such issues, and their awareness and use of guidelines. Results: Responses were obtained from 231 editors (44%), of whom 48% edited healthcare journals. The general level of concern about the 16 issues was low, with mean severity scores of <1 (on a scale of 0–3) for all but one. The issue of greatest concern (mean score 1.19) was redundant publication. Most editors felt confident in handling the issues, with <15% feeling “not at all confident” for all but one of the issues (gift authorship, 22% not confident). Most editors believed such problems occurred less than once a year and >20% of the editors stated that 12 of the 16 items never occurred at their journal. However, 13%–47% did not know the frequency of the problems. Awareness and use of guidelines was generally low. Most editors were unaware of all except other journals’ instructions. Conclusions: Most editors of science journals seem not very concerned about publication ethics and believe that misconduct occurs only rarely in their journals. Many editors are unfamiliar with available guidelines but would welcome more guidance or training.","2009-06-01","2020-07-31 15:09:03","2020-07-31 15:09:03","2020-07-31 15:09:03","348-353","","6","35","","","Science journal editors’ views on publication ethics","","","","","","","en","2009 BMJ Publishing Group Ltd and the Institute of Medical Ethics","","","","jme.bmj.com","","Publisher: Institute of Medical Ethics Section: Paper PMID: 19482976","","C:\Users\hmosh\Zotero\storage\WZY6RDK8\348.html; ; C:\Users\hmosh\Zotero\storage\WVYCD76N\Wager et al. - 2009 - Science journal editors’ views on publication ethi.pdf","http://www.ncbi.nlm.nih.gov/pubmed/19482976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2PFTSC3","journalArticle","2016","Tijdink, Joeri K.; Bouter, Lex M.; Veldkamp, Coosje L. S.; Ven, Peter M. van de; Wicherts, Jelte M.; Smulders, Yvo M.","Personality Traits Are Associated with Research Misbehavior in Dutch Scientists: A Cross-Sectional Study","PLOS ONE","","1932-6203","10.1371/journal.pone.0163251","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163251","Background Personality influences decision making and ethical considerations. Its influence on the occurrence of research misbehavior has never been studied. This study aims to determine the association between personality traits and self-reported questionable research practices and research misconduct. We hypothesized that narcissistic, Machiavellianistic and psychopathic traits as well as self-esteem are associated with research misbehavior. Methods Included in this cross-sectional study design were 535 Dutch biomedical scientists (response rate 65%) from all hierarchical layers of 4 university medical centers in the Netherlands. We used validated personality questionnaires such as the Dark Triad (narcissism, psychopathy, and Machiavellianism), Rosenberg's Self-Esteem Scale, the Publication Pressure Questionnaire (PPQ), and also demographic and job-specific characteristics to investigate the association of personality traits with a composite research misbehavior severity score. Findings Machiavellianism was positively associated (beta 1.28, CI 1.06–1.53) with self-reported research misbehavior, while narcissism, psychopathy and self-esteem were not. Exploratory analysis revealed that narcissism and research misconduct were more severe among persons in higher academic ranks (i.e., professors) (p<0.01 and p<0.001, respectively), and self-esteem scores and publication pressure were lower (p<0.001 and p<0.01, respectively) as compared to postgraduate PhD fellows. Conclusions Machiavellianism may be a risk factor for research misbehaviour. Narcissism and research misbehaviour were more prevalent among biomedical scientists in higher academic positions. These results suggest that personality has an impact on research behavior and should be taken into account in fostering responsible conduct of research.","2016-09-29","2020-07-30 22:28:00","2020-07-30 22:28:00","2020-07-30 22:28:00","e0163251","","9","11","","PLOS ONE","Personality Traits Are Associated with Research Misbehavior in Dutch Scientists","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","C:\Users\hmosh\Zotero\storage\6NLGCSLN\article.html; C:\Users\hmosh\Zotero\storage\D3NBWUMF\Tijdink et al. - 2016 - Personality Traits Are Associated with Research Mi.pdf","","","Behavior; Personality disorders; Personality tests; Personality traits; Psychometrics; Questionnaires; Scientific misconduct; Scientists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LYK4DY6","journalArticle","2015","Ana Esther Escalante-Ferrer; Luz Marina Ibarra Uribe; César Darío Fonseca Bautista","“Questionable” Behaviors and Practices in Academic Productivity in Postgraduate Studies in Mexico","Sociology Study","","21595526, 21595534","10.17265/2159-5526/2015.01.002","http://www.davidpublisher.org/index.php/Home/Article/index?id=8404.html","This paper reports the results acquired in a research work about “questionable” practices and behaviors in the academic production of researches and postgraduate social sciences and humanities studies of the programs that are appointed by the National Program of Quality Postgraduate Studies (PNPC, by its acronym in Spanish) in Mexico. Through a qualitative methodology, the authors interpreted some of the arguments that explain and/or justify certain practices in relation to doubled production, authorship, and coauthorship of academic products. In this paper, the authors present and analyze the results that they obtained after reviewing documents produced by professors and students of six postgraduate programs that are taught in two Mexican public universities. At the same time, the authors examine some of the practices that take place within said programs, given the institutional demands of improving finished studies efficiency. One of the hypotheses of this work is the demands that are imposed by external evaluations of academic processes on professors and their programs in order to reach desirable rates with the purpose of maintaining or increasing the levels of productivity, gives way to certain practices that must be analyzed. This work’s theoretic framework is constituted by the contributions of career sociology and professional ethics.","2015-01-28","2020-08-03 20:53:54","2020-08-03 20:54:05","2020-08-03 20:53:54","","","1","5","","SS","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\F8IHRZ7R\Ana Esther Escalante-Ferrer et al. - 2015 - “Questionable” Behaviors and Practices in Academic.pdf","","mexico; qualitative; social science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSUQYZF8","journalArticle","2019","Stricker, Johannes; Günther, Armin","Scientific Misconduct in Psychology","Zeitschrift für Psychologie","","2190-8370","10.1027/2151-2604/a000356","https://econtent.hogrefe.com/doi/full/10.1027/2151-2604/a000356",". Spectacular cases of scientific misconduct have 					contributed to concerns about the validity of published results in psychology. 					In our systematic review, we identified 16 studies reporting prevalence 					estimates of scientific misconduct and questionable research practices (QRPs) in 					psychological research. Estimates from these studies varied due to differences 					in methods and scope. Unlike other disciplines, there was no reliable lower 					bound prevalence estimate of scientific misconduct based on identified cases 					available for psychology. Thus, we conducted an additional empirical 					investigation on the basis of retractions in the database PsycINFO. Our analyses 					showed that 0.82 per 10,000 journal articles in psychology were retracted due to 					scientific misconduct. Between the late 1990s and 2012, there was a steep 					increase. Articles retracted due to scientific misconduct were identified in 20 					out of 22 PsycINFO subfields. These results show that measures aiming to reduce 					scientific misconduct should be promoted equally across all psychological 					subfields.","2019-01-01","2020-08-03 20:45:25","2020-08-03 20:45:36","2020-08-03 20:45:25","53-63","","1","227","","","","","","","","","","","","","","","econtent.hogrefe.com (Atypon)","","Publisher: Hogrefe Publishing","","C:\Users\hmosh\Zotero\storage\3KZ9N6T3\a000356.html; C:\Users\hmosh\Zotero\storage\6E6TCADA\Stricker and Günther - 2019 - Scientific Misconduct in Psychology.pdf","","review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
