"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QIF333MD","journalArticle","2018","Fraser, Hannah; Parker, Tim; Nakagawa, Shinichi; Barnett, Ashley; Fidler, Fiona; Wicherts, Jelte M.","Questionable research practices in ecology and evolution","PLoS ONE","","","10.1371/journal.pone.0200303","","","2018","2020-07-27 20:24:59","2020-07-27 20:24:59","","","","7","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AJLAQKJ","journalArticle","2016","Banks, George C.; O’Boyle, Ernest H.; Pollack, Jeffrey M.; White, Charles D.; Batchelor, John H.; Whelpley, Christopher E.; Abston, Kristie A.; Bennett, Andrew A.; Adkins, Cheryl L.","Questions About Questionable Research Practices in the Field of Management: A Guest Commentary","Journal of Management","","0149-2063","10.1177/0149206315619011","https://doi.org/10.1177/0149206315619011","The discussion regarding questionable research practices (QRPs) in management as well as the broader natural and social sciences has increased substantially in recent years. Despite the attention, questions remain regarding research norms and the implications for both theoretical and practical advancements. The aim of the current article is to address these issues in a question-and-answer format while drawing upon both past research and the results of a series of new studies conducted using a mixed-methods design. Our goal is to encourage a systematic, collegial, and constructive dialogue regarding QRPs in management research.","2016-01-01","2020-07-27 20:49:00","2020-07-27 20:49:00","2020-07-27 20:49:00","5-20","","1","42","","Journal of Management","Questions About Questionable Research Practices in the Field of Management","","","","","","","","","","","","SAGE Journals","","Publisher: SAGE Publications Inc","","C:\Users\hmosh\Zotero\storage\YM3N88TQ\Banks et al. - 2016 - Questions About Questionable Research Practices in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYWUG67R","webpage","2017","CWTS","Open data report","","","","","https://www.elsevier.com/about/open-science/research-data/open-data-report","Elsevier and CWTS benchmark report on researchers perspectives on data sharing and data sharing practices","2017","2020-07-27 20:57:37","2020-07-27 20:57:37","2020-07-03 11:04:11","","","","","","","","","","","","","","en","","","","","","","Rohdaten https://data.mendeley.com/datasets/bwrnfb4bvh/1","","","","","1162 respondents; open data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MF8WJ9PA","journalArticle","2013","Okonta, Patrick; Rossouw, Theresa","Prevalence of Scientific Misconduct Among a Group of Researchers in Nigeria","Developing World Bioethics","","1471-8847","10.1111/j.1471-8847.2012.00339.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-8847.2012.00339.x","Background There is a dearth of information on the prevalence of scientific misconduct from Nigeria. Objectives This study aimed at determining the prevalence of scientific misconduct in a group of researchers in Nigeria. Factors associated with the prevalence were ascertained. Method A descriptive study of researchers who attended a scientific conference in 2010 was conducted using the adapted Scientific Misconduct Questionnaire-Revised (SMQ-R). Results Ninety-one researchers (68.9%) admitted having committed at least one of the eight listed forms of scientific misconduct. Disagreement about authorship was the most common form of misconduct committed (36.4%) while plagiarism was the least (9.2%). About 42% of researchers had committed falsification of data or plagiarism. Analysis of specific acts of misconduct showed that committing plagiarism was inversely associated with years in research (Fisher exact p-value = 0.02); falsifying data was related to perceived low effectiveness of the institution's rules and procedures for reducing scientific misconduct (X2 = 6.44, p-value = 0.01); and succumbing to pressure from study sponsor to engage in unethical practice was related to sex of researcher (Fisher exact p-value = 0.02). Conclusions The emergent data from this study is a cause for serious concern and calls for prompt intervention. The best response to reducing scientific misconduct will proceed from measures that contain both elements of prevention and enforcement. Training on research ethics has to be integrated into the curriculum of undergraduate and postgraduate students while provision should be made for in-service training of researchers. Penalties against acts of scientific misconduct should be enforced at institutional and national levels.","2013","2020-07-27 21:08:17","2020-07-27 21:08:17","2020-07-27 21:08:17","149-157","","3","13","","","","","","","","","","en","© 2012 John Wiley & Sons Ltd","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1471-8847.2012.00339.x","","C:\Users\hmosh\Zotero\storage\2CIHACZK\Okonta and Rossouw - 2013 - Prevalence of Scientific Misconduct Among a Group .pdf; C:\Users\hmosh\Zotero\storage\DRKKNP3C\j.1471-8847.2012.00339.html","","","bioethics; clinical; developing world; developing world bioethics; research ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPR4H49A","journalArticle","2013","Ozturk, Naim; Armato, Samuel G.; Giger, Maryellen L.; Serago, Christopher F.; Ross, Lainie F.","Ethics and professionalism in medical physics: A survey of AAPM members","Medical Physics","","0094-2405","10.1118/1.4797463","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3625237/","Purpose: To assess current education, practices, attitudes, and perceptions pertaining to ethics and professionalism in medical physics., Methods: A link to a web-based survey was distributed to the American Association of Physicists in Medicine (AAPM) e-mail membership list, with a follow-up e-mail sent two weeks later. The survey included questions about ethics/professionalism education, direct personal knowledge of ethically questionable practices in clinical care, research, education (teaching and mentoring), and professionalism, respondents’ assessment of their ability to address ethical/professional dilemmas, and demographics. For analysis, reports of unethical or ethically questionable practices or behaviors by approximately 40% or more of respondents were classified as “frequent.”, Results: Partial or complete responses were received from 18% (1394/7708) of AAPM members. Overall, 60% (827/1377) of the respondents stated that they had not received ethics/professionalism education during their medical physics training. Respondents currently in training were more likely to state that they received instruction in ethics/professionalism (80%, 127/159) versus respondents who were post-training (35%, 401/1159). Respondents’ preferred method of instruction in ethics/professionalism was structured periodic discussions involving both faculty and students/trainees. More than 90% (1271/1384) supported continuing education in ethics/professionalism and 75% (1043/1386) stated they would attend ethics/professionalism sessions at professional/scientific meetings. In the research setting, reports about ethically questionable authorship assignment were frequent (approximately 40%) whereas incidents of ethically questionable practices about human subjects protections were quite infrequent (5%). In the clinical setting, there was frequent recollection of incidents regarding lack of training, resources and skills, and error/incident reporting. In the educational setting, incidents of unethical or ethically questionable practices were only frequently recollected with respect to mentorship/guidance. With respect to professional conduct, favoritism, hostile work/learning environment, and maltreatment of subordinates and colleagues were frequently reported. A significantly larger proportion of women reported experiences with hostile work/learning environments, favoritism, poor mentorship, unfairness in educational settings, and concerns about student privacy and confidentiality., Conclusions: The survey found broad interest in ethics/professionalism topics and revealed that these topics were being integrated into the curriculum at many institutions. The incorporation of ethics and professionalism instruction into both graduate education and postgraduate training of medical physicists, and into their subsequent lifelong continuing education is important given the nontrivial number of medical physicists who had direct personal knowledge of unethical or ethically questionable incidents in clinical practice, research, education, and professionalism.","2013-04","2020-07-31 19:32:57","2020-08-03 19:19:04","2020-08-03 19:18:08","","","4","40","","Med Phys","Ethics and professionalism in medical physics","","","","","","","","","","","","PubMed Central","","tex.ids: ozturkEthicsProfessionalismMedical2013, ozturkEthicsProfessionalismMedical2013a PMCID: PMC3625237 PMID: 23556930","","C:\Users\hmosh\Zotero\storage\ZQHU7SUK\Ozturk et al. - 2013 - Ethics and professionalism in medical physics A s.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3625237/","medical physics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WUW92MNK","journalArticle","2015","Hofmann, Bjørn; Helgesson, Gert; Juth, Niklas; Holm, Søren","Scientific Dishonesty: A Survey of Doctoral Students at the Major Medical Faculties in Sweden and Norway","Journal of Empirical Research on Human Research Ethics: An International Journal","","1556-2646","","https://www.jstor.org/stable/90012091","Abstract As we need knowledge about the prevalence of scientific dishonesty, this study investigates the knowledge of, experiences with, and attitudes toward various forms of scientific dishonesty among PhD students at the main medical faculties in Sweden and Norway. An anonymous questionnaire was distributed to all post-graduate research students attending basic PhD courses at the medical faculties in Stockholm and Oslo during the fall 2014. The responding doctoral students reported to know about various forms of scientific dishonesty from the literature, in their department, and for some also through their own experience. Some forms of scientific misconduct were considered to be acceptable by a significant minority. There was a high level of willingness to report misconduct but little awareness of relevant policies for scientific conduct.","2015","2020-07-31 18:56:35","2020-07-31 18:56:43","2020-07-31 18:56:35","380-388","","4","10","","","Scientific Dishonesty","","","","","","","","","","JSTOR","","JSTOR","","Publisher: Sage Publications, Inc.","","","","medicine; norway; sweden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8B3ZN8E","journalArticle","2014","Roberts, David L.; John, Freya A. V. St","Estimating the prevalence of researcher misconduct: a study of UK academics within biological sciences","PeerJ","","2167-8359","10.7717/peerj.562","https://peerj.com/articles/562","Misconduct in academic research is undoubtedly increasing, but studies estimating the prevalence of such behaviour suffer from biases inherent in researching sensitive topics. We compared the unmatched-count technique (UCT) and the crosswise-model (CM), two methods specifically designed to increase honest reporting to sensitive questions, with direct questioning (DQ) for five types of misconduct in the biological sciences. UCT performed better than CM and either outperformed or produced similar estimates to DQ depending on the question. Estimates of academic misconduct increased with decreasing seriousness of the behaviour, from c. 0% for data fabrication to >68% for inappropriate co-authorship. Results show that research into even minor issues of misconduct, is sensitive, suggesting that future studies should consider using specialised questioning techniques as they are more likely to yield accurate figures.","2014-09-09","2020-07-31 17:36:06","2020-07-31 17:36:12","2020-07-31 17:36:06","e562","","","2","","PeerJ","Estimating the prevalence of researcher misconduct","","","","","","","en","","","","","peerj.com","","Publisher: PeerJ Inc.","","C:\Users\hmosh\Zotero\storage\WQUMBFHV\562.html; C:\Users\hmosh\Zotero\storage\KKSKZDMW\Roberts and John - 2014 - Estimating the prevalence of researcher misconduct.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G95KWJU7","journalArticle","2014","Fierz, Katharina; Gennaro, Susan; Dierickx, Kris; Achterberg, Theo Van; Morin, Karen H.; Geest, Sabina De","Scientific Misconduct: Also an Issue in Nursing Science?","Journal of Nursing Scholarship","","1547-5069","10.1111/jnu.12082","https://sigmapubs.onlinelibrary.wiley.com/doi/abs/10.1111/jnu.12082","Purpose Scientific misconduct (SMC) is an increasing concern in nursing science. This article discusses the prevalence of SMC, risk factors and correlates of scientific misconduct in nursing science, and highlights interventional approaches to foster good scientific conduct. Methods Using the “Fostering Research Integrity in Europe” report of the European Science Foundation as a framework, we reviewed the literature in research integrity promotion. Findings Although little empirical data exist regarding prevalence of scientific misconduct in the field of nursing science, available evidence suggests a similar prevalence as elsewhere. In studies of prospective graduate nurses, 4% to 17% admit data falsification or fabrication, while 8.8% to 26.4% report plagiarizing material. Risk factors for SMC exist at the macro, meso, and micro levels of the research system. Intervention research on preventing scientific misconduct in nursing is limited, yet findings from the wider field of medicine and allied health professions suggest that honor codes, training programs, and clearly communicated misconduct control mechanisms and misconduct consequences improve ethical behavior. Conclusions Scientific misconduct is a multilevel phenomenon. Interventions to decrease scientific misconduct must therefore target every level of the nursing research systems. Clinical Relevance Scientific misconduct not only compromises scientific integrity by distorting empirical evidence, but it might endanger patients. Because nurses are involved in clinical research, raising their awareness of scientifically inappropriate behavior is essential.","2014","2020-07-31 14:47:55","2020-07-31 14:47:55","2020-07-31 14:47:55","271-280","","4","46","","","Scientific Misconduct","","","","","","","en","© 2014 Sigma Theta Tau International","","","","Wiley Online Library","","_eprint: https://sigmapubs.onlinelibrary.wiley.com/doi/pdf/10.1111/jnu.12082","","C:\Users\hmosh\Zotero\storage\U382EPYS\Fierz et al. - 2014 - Scientific Misconduct Also an Issue in Nursing Sc.pdf; C:\Users\hmosh\Zotero\storage\TCCC924G\jnu.html","","","good scientific conduct; intervention; Nursing; scientific misconduct","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CHBVLQC","journalArticle","2013","Hofmann, Bjørn; Myhr, Anne Ingeborg; Holm, Søren","Scientific dishonesty—a nationwide survey of doctoral students in Norway","BMC Medical Ethics","","1472-6939","10.1186/1472-6939-14-3","https://doi.org/10.1186/1472-6939-14-3","The knowledge of scientific dishonesty is scarce and heterogeneous. Therefore this study investigates the experiences with and the attitudes towards various forms of scientific dishonesty among PhD-students at the medical faculties of all Norwegian universities.","2013-01-05","2020-07-30 21:57:10","2020-07-30 21:57:10","2020-07-30 21:57:10","3","","1","14","","BMC Med Ethics","","","","","","","","en","","","","","Springer Link","","","","C:\Users\hmosh\Zotero\storage\MJA7QTR4\Hofmann et al. - 2013 - Scientific dishonesty—a nationwide survey of docto.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATR5SWG8","journalArticle","2019","Smith, Elise; Williams-Jones, Bryn; Master, Zubin; Larivière, Vincent; Sugimoto, Cassidy R.; Paul-Hus, Adèle; Shi, Min; Resnik, David B.","Misconduct and Misbehavior Related to Authorship Disagreements in Collaborative Science","Science and Engineering Ethics","","1353-3452, 1471-5546","10.1007/s11948-019-00112-4","http://link.springer.com/10.1007/s11948-019-00112-4","Scientific authorship serves to identify and acknowledge individuals who “contribute significantly” to published research. However, specific authorship norms and practices often differ within and across disciplines, labs, and cultures. As a consequence, authorship disagreements are commonplace in team research. This study aims to better understand the prevalence of authorship disagreements, those factors that may lead to disagreements, as well as the extent and nature of resulting misbehavior. Methods include an international online survey of researchers who had published from 2011 to 2015 (8364 respondents). Of the 6673 who completed the main questions pertaining to authorship disagreement and misbehavior, nearly half (46.6%) reported disagreements regarding authorship naming; and discipline, rank, and gender had significant effects on disagreement rates. Paradoxically, researchers in multidisciplinary teams that typically reflect a range of norms and values, were less likely to have faced disagreements regarding authorship. Respondents reported having witnessed a wide range of misbehavior including: instances of hostility (24.6%), undermining of a colleague’s work during meetings/talks (16.4%), cutting corners on research (8.3%), sabotaging a colleague’s research (6.4%), or producing fraudulent work to be more competitive (3.3%). These findings suggest that authorship disputes may contribute to an unhealthy competitive dynamic that can undermine researchers’ wellbeing, team cohesion, and scientific integrity.","2019-06-03","2020-08-03 20:13:43","2020-08-03 20:13:43","2020-08-03 20:13:43","","","","","","Sci Eng Ethics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\hmosh\Zotero\storage\YDXTP85P\Smith et al. - 2019 - Misconduct and Misbehavior Related to Authorship D.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7A77SBGB","journalArticle","2017","Mubeen, Syed Muhammad; Qurrat-ul-Ain; Ghayas, Rabia; Rizvi, Syed Hasan Adil; Khan, Sohaib Ahmed","Knowledge of scientific misconduct in publication among medical students","Education for Health","","1357-6283","10.4103/efh.EfH_221_16","http://www.educationforhealth.net/article.asp?issn=1357-6283;year=2017;volume=30;issue=2;spage=140;epage=145;aulast=Mubeen;type=0","<b>Background: </b> Publication is a central element in research dissemination and scientific misconduct in publication is relatively ignored in biomedical research. This study is to assess the knowledge of scientific misconduct in publication among private and public sector medical students. <b>Methods:</b> A questionnaire-based cross-sectional study was carried in four (two public and two private) medical colleges of Karachi in 2015. After ethical approval, data were collected through convenient sampling and analyzed in SPSS 16.0. Descriptive statistics was used to summarize the data and Chi-square test was used for cross tabulation with sex, type of medical colleges, and knowledge of scientific misconduct in publication. <b>Results: </b> A total of 592 medical students participated with mean age of 22.2 ± 1.47 years. The majority (491, 79%) of medical students had heard about the word “publication ethics,” higher among public sector students than from private sector (<i>P</i> < 0.001). Only 78 (13.2%) reported to had published original articles, and 64 (10.8%) and 53 (9%) medical students had heard of “ICMJE authorship criteria” and “COPE,” respectively. Knowledge about fabrication of data and scientific misconduct in publication was found to be statistically significant (<i>P</i> < 0.05) among males than female students. Statistically significant differences were also observed between public and private medical students for knowledge regarding salami slicing, ghost author, fabrication, and photomanipulation (<i>P</i> < 0.001) and for plagiarism (<i>P</i> < 0.005). Participants from public sector colleges scored significantly better in all above variables than private medical colleges except knowledge about salami slicing in which participants from latter performed significantly better than public sector students. <b>Discussion: </b> The study demonstrates deficiencies in knowledge regarding several aspects of publication ethics among medical students of both public and private medical colleges in Karachi. There is a need to increase the awareness of research and publication ethics among students during their academic years.","2017-05-01","2020-08-03 20:49:17","2020-08-03 20:49:24","2020-08-03 20:49:17","140","","2","30","","","","","","","","","","en","","","","","www.educationforhealth.net","","Company: Medknow Publications and Media Pvt. Ltd. Distributor: Medknow Publications and Media Pvt. Ltd. Institution: Medknow Publications and Media Pvt. Ltd. Label: Medknow Publications and Media Pvt. Ltd. Publisher: Medknow Publications PMID: 28928344","","C:\Users\hmosh\Zotero\storage\KNKXWHKA\article.html; ","http://www.ncbi.nlm.nih.gov/pubmed/28928344","medicine; Pakistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
